Round,Year,President,Awardee,Project Name,Applicant Name,State,City,GrantAmount,Funding Request,Project Cost,Project Type,Density
TIGER IV,2012,Obama,No,South Florida Express Lane System Improvements (I-75 Park-n-Ride Lot/Express Bus Capital Purchase),Florida Department of Transportation,Florida,Fort Lauderdale,#N/A,"$16,029,000","$20,036,250",Transit,N/A
TIGER IV,2012,Obama,No,SR 836 Express Enhanced Bus Service,Miami-Dade Transit,Florida,Miami,#N/A,"$7,522,200","$10,746,000",Transit,N/A
TIGER IV,2012,Obama,No,St. John's Heritage Parkway,Brevard County Board of County Commissioners,Florida,Melbourne,#N/A,"$31,000,000","$58,000,000",Road,N/A
TIGER IV,2012,Obama,No,Surface Transportation Infrastructure,City of Miami Gardens,Florida,Miami,#N/A,"$10,000,000","$10,000,000",Road,N/A
TIGER IV,2012,Obama,No,Transforming Regional Communities Through Connectivity,City of Casselberry,Florida,Casselberry,#N/A,"$14,532,064","$27,313,069",Transit,N/A
TIGER IV,2012,Obama,No,UniversityCIty,Florida International University,Florida,Miami,#N/A,"$20,000,000","$235,800,000",Bicycle and Pedestrian,N/A
TIGER IV,2012,Obama,No,Widen Airport Boulevard from Sanford Avenue to Red Cleveland Boulevard,Sanford Airport Authority,Florida,Sanford,#N/A,"$9,990,000","$10,990,000",Transit,N/A
TIGER V,2013,Obama,Yes,Lee County Complete Streets Initiative,Lee County Metropolitan Planning Organization,Florida,Cape Coral,"$10,473,900.00","$10,473,900","$13,210,918",Road,Urban
TIGER V,2013,Obama,Yes,South Florida Freight and Passenger Rail Enhancement,Florida Department of Transportation,Florida,Tallahassee,"$13,750,000.00","$13,750,000","$47,255,000",Freight Rail,Urban
TIGER V,2013,Obama,Yes,University City Prosperity Project,Florida International University,Florida,Miami,"$11,397,120.00","$20,980,273","$123,809,794",Road,Urban
TIGER V,2013,Obama,No,Barge Port and Roadway Improvements,Putnam County Board of County Commissioners,Florida,East Palatka,#N/A,"$9,140,714","$11,140,714",Maritime,N/A
TIGER V,2013,Obama,No,Broad Causeway/Kane Concourse Bridge Repair,Town of Bay Harbor Islands,Florida,Miami,#N/A,"$10,000,000","$13,543,750",Road,N/A
TIGER V,2013,Obama,No,Brooklyn Skyway Extension and Station Development,Jacksonville Transportation Authority,Florida,Jacksonville,#N/A,"$10,000,000","$19,738,000",Transit,N/A
TIGER V,2013,Obama,No,Cargo Yard Improvements and eRubber Tired Gantry Conversion,Miami-Dade County,Florida,Miami,#N/A,"$17,500,000","$32,500,000",Maritime,N/A
TIGER V,2013,Obama,No,Central Avenue Bus Rapid Transit Corridor Project,Pinellas Suncoast Transit Authority,Florida,Saint Petersburg,#N/A,"$10,800,000","$15,440,000",Transit,N/A
TIGER V,2013,Obama,No,Central Florida Regional Pedestrian Safety Program,"Orange County, Florida",Florida,Orlando,#N/A,"$10,460,486","$25,605,850",Road,N/A
TIGER V,2013,Obama,No,City of Sanford/Orange City Riverwalk Multimodal and Complete Street Improvements,City of Sanford,Florida,Sanford,#N/A,"$15,200,000","$23,000,000",Road,N/A
TIGER V,2013,Obama,No,Deltona Boulevard (CR 589) Roadway Improvements,Hernando County Metropolitan Planning Organization,Florida,Brooksville,#N/A,"$13,200,000","$16,500,000",Road,N/A
TIGER V,2013,Obama,No,"Escambia and Santa Rosa County, Florida, Regional Advanced Traffic Management System",Florida Department of Transportation,Florida,Tallahassee,#N/A,"$12,940,080","$24,940,080",Road,N/A
TIGER V,2013,Obama,No,Front Beach Road Segment 2 Improvement Project,City of Panama City Beach,Florida,Panama City Beach,#N/A,"$8,500,000","$17,000,000",Road,N/A
TIGER V,2013,Obama,No,Greenway Interchange District Multimodal Transportation Improvement Project,City of Winter Springs,Florida,Winter Springs,#N/A,"$8,000,000","$10,000,000",Road,N/A
TIGER V,2013,Obama,No,Hanson Street Extension,City of Fort Myers,Florida,Fort Myers,#N/A,"$10,900,400","$17,100,400",Road,N/A
TIGER V,2013,Obama,No,HART Migration to Compressed Natural Gas Fuel,Hillsborough Transit Authority,Florida,Tampa,#N/A,"$10,000,000","$14,285,714",Transit,N/A
TIGER V,2013,Obama,No,Hydraulic Hybrid Advanced Rural Low Floor Vehicle,Putnam County Board of County Commissioners,Florida,Palatka,#N/A,"$1,116,442","$1,614,673",Transit,N/A
TIGER V,2013,Obama,No,Minneola Area Economic Development Facility,Florida Department of Transportation,Florida,Ocoee,#N/A,"$18,975,000","$65,277,500",Road,N/A
TIGER V,2013,Obama,No,NE Florida Rural Center Transportation Connectivity Initiative,Putnam County Board of County Commissioners,Florida,East Palatka,#N/A,"$8,173,276","$10,173,276",Road,N/A
TIGER V,2013,Obama,No,Orange Avenue Midtown Multimodal Corridor Infrastructure Improvements,City of Daytona Beach,Florida,Daytona Beach,#N/A,"$10,000,000","$26,491,545",Road,N/A
TIGER V,2013,Obama,No,Pensacola International Airport Multimodal Passenger Transfer Facility and Cargo Connector,City of Pensacola,Florida,Pensacola,#N/A,"$31,280,000","$39,100,000",Road,N/A
TIGER V,2013,Obama,No,Phase I Multi-Modal Connection at Orlando International Airport,Greater Orlando Aviation Authority,Florida,Orlando,#N/A,"$10,000,000","$13,218,000",Road,N/A
TIGER V,2013,Obama,No,Polk County Regional Intermodal Center (RIC),Polk County Board of County Commissioners,Florida,Bartow,#N/A,"$14,915,136","$18,563,594",Transit,N/A
TIGER V,2013,Obama,No,Port Canaveral Multimodal Terminal Logistics Center Description,Canaveral Port Authority,Florida,Cape Canaveral,#N/A,"$14,250,000","$23,000,000",Maritime,N/A
TIGER V,2013,Obama,No,Port Manatee Rail Enhancements and Intermodal Container Yard,Manatee County Port Authority,Florida,Palmetto,#N/A,"$14,360,000","$17,950,000",Maritime,N/A
TIGER V,2013,Obama,No,Port of Palm Beach - Slip 3 Seaport Infrastructure Project,Port of Palm Beach District,Florida,West Palm Beach,#N/A,"$10,000,000","$26,650,996",Maritime,N/A
TIGER V,2013,Obama,No,Road Network Improvements Lee County Port Authority,Lee County Port Authority,Florida,Fort Myers,#N/A,"$11,997,320","$17,382,530",Road,N/A
TIGER V,2013,Obama,No,S.E. 92nd Loop Phase A,Marion County Board of County Commissioners,Florida,Ocala,#N/A,"$9,053,449","$14,553,449",Road,N/A
TIGER V,2013,Obama,No,S.E. 92nd Loop Phase B,Marion County Board of County Commissioners,Florida,Ocala,#N/A,"$15,956,449","$23,472,449",Road,N/A
TIGER V,2013,Obama,No,Sarasota Bee Ridge Expansion and Improvements,Sarasota County Board of County Commissioners,Florida,Sarasota,#N/A,"$14,400,000","$18,000,000",Road,N/A
TIGER V,2013,Obama,No,Snake Road Segment 2 Improvement Project,Seminole Tribe of Florida,Florida,Hollywood,#N/A,"$6,000,000","$8,000,000",Road,N/A
TIGER V,2013,Obama,No,Sonovoid Bridges Rehabilitation Project,Miami-Dade County,Florida,Miami,#N/A,"$10,921,172","$13,651,465",Road,N/A
TIGER V,2013,Obama,No,SR 836 Expressed Enhanced Bus Service Project,Miami-Dade Transit,Florida,Miami,#N/A,"$10,500,000","$15,000,000",Transit,N/A
TIGER V,2013,Obama,No,St. John's Heritage Parkway,Brevard County Board of County Commissioners,Florida,Melbourne,#N/A,"$9,635,500","$19,271,000",Road,N/A
TIGER V,2013,Obama,No,The Pinellas Trail Loop,Pinellas County Metropolitan Planning Organization,Florida,Clearwater,#N/A,"$23,340,000","$33,655,880",Bicycle and Pedestrian,N/A
TIGER V,2013,Obama,No,Tri-Rail Northern Layover Facility,South Florida Regional Transportation Authority,Florida,Pompano Beach,#N/A,"$20,494,195","$34,867,890",Transit,N/A
TIGER V,2013,Obama,No,US 90A / Nine Mile Rd Expansion,"Escambia County, FL",Florida,Pensacola,#N/A,"$12,080,000","$20,562,370",Road,N/A
TIGER VI,2014,Obama,Yes,Tamiami Trail / Everglades Restoration,Florida Department of Transportation,Florida,Tallahassee,"$20,000,000.00","$22,500,000","$190,000,000",Road,Rural
TIGER VI,2014,Obama,No,Add two lanes on Old Kings Road from Town Center Blvd. to Palm Coast Pkwy.,City of Palm Coast,Florida,Palm Coast,#N/A,"$13,208,000","$16,511,000",Road,N/A
TIGER VI,2014,Obama,No,Bartow Northern Connector Phase II a Multi-modal Regional Transportation Project,Polk County Board of County Commissioners,Florida,Bartow,#N/A,"$15,000,000","$33,000,000",Road,N/A
TIGER VI,2014,Obama,No,Brooklyn-Downtown Skyway Connector & Mobility Enhancements,Jacksonville Transportation Authority,Florida,Jacksonville,#N/A,"$15,100,000","$26,575,000",Transit,N/A
TIGER VI,2014,Obama,No,Central Florida Regional Pedestrian Safety and Job Access Program,"Orange County, Florida",Florida,Orlando,#N/A,"$10,195,665","$24,440,964",Bicycle and Pedestrian,N/A
TIGER VI,2014,Obama,No,City of Miami Beach: Atlantic Greenway Boardwalk Conversion Project,City of Miami Beach,Florida,Miami Beach,#N/A,"$400,000","$800,000",Planning,N/A
TIGER VI,2014,Obama,No,City of Miami Beach: City Center District Transportation Master Plan,City of Miami Beach,Florida,Miami Beach,#N/A,"$344,000","$430,000",Planning,N/A
TIGER VI,2014,Obama,No,Completing the Pinellas Trail Loop,"Pinellas County, Florida",Florida,Clearwater,#N/A,"$16,750,000","$29,000,000",Bicycle and Pedestrian,N/A
TIGER VI,2014,Obama,No,Connecting the Region: Expanding Transit Service to Rural Areas,City of Tallahassee,Florida,Tallahassee,#N/A,"$16,000,000","$65,177,722",Transit,N/A
TIGER VI,2014,Obama,No,Construct Perimeter Road at Space Coast Regional Airport,Titusville-Cocoa Airport Authority,Florida,Titusville,#N/A,"$8,978,944","$8,978,944",Road,N/A
TIGER VI,2014,Obama,No,Construction Project: Port Canaveral Multi-modal Terminal for Marine Highway Rail Barge,Canaveral Port Authority,Florida,Cape Canaveral,#N/A,"$15,735,622","$24,485,622",Maritime,N/A
TIGER VI,2014,Obama,No,"Crosstown Parkway Extension - A two mile, 6 lane, multi-modal road and bridge over the North Fork St Lucie River",City of Port St Lucie,Florida,Port Saint Lucie,#N/A,"$9,900,000","$138,464,000",Road,N/A
TIGER VI,2014,Obama,No,"EMBARKING ON A CITY-WIDE ROADWAY, PEDESTRIAN INFRUSTRUCTURE PROJECT TO RE-BUILD AND GROWING OPA-LOCKA FROM 1926 TO 2014",City of Opa-locka,Florida,Opa Locka,#N/A,"$10,000,000","$21,463,365",Road,N/A
TIGER VI,2014,Obama,No,"Englewood Interstate Connector - Widening North River Road from a 2 lane undivided to a 6 lane, divided arterial roadway between U.S. 41 and Center Road.",Sarasota County Board of County Commissioners,Florida,Sarasota,#N/A,"$38,000,000","$46,558,269",Road,N/A
TIGER VI,2014,Obama,No,Florida East Coast Railway Crossing Safety Improvements,Broward Metropolitan Planning Organization,Florida,Fort Lauderdale,#N/A,"$20,275,000","$40,550,000",Freight Rail,N/A
TIGER VI,2014,Obama,No,HART MARION STREET TRANSITWAY REHABILITATION AND ENHANCEMENT PROJECT,Hillsborough Transit Authority,Florida,Tampa,#N/A,"$10,000,000","$12,500,000",Transit,N/A
TIGER VI,2014,Obama,No,"Hillsborough County, Fl C.R.676A (Madison Ave/Progress Blvd) Bridge Widening",Hillsborough County,Florida,Tampa,#N/A,"$1,640,000","$2,050,000",Planning,N/A
TIGER VI,2014,Obama,No,Intermodal Terminal & Freight Rail Improvements,Port of Pensacola (City of Pensacola),Florida,Pensacola,#N/A,"$12,830,000","$17,380,000",Maritime,N/A
TIGER VI,2014,Obama,No,Manatee County Transit Fleet Facility (MCTFF),Manatee County Board of County Commissioners,Florida,Bradenton,#N/A,"$13,744,185","$17,180,231",Transit,N/A
TIGER VI,2014,Obama,No,"Miami Beach Intelligent Transportation Systems (ITS) for Traffic Monitoring, Traffic Management and Parking Management.",City of Miami Beach,Florida,Miami Beach,#N/A,"$10,000,000","$14,556,590",Road,N/A
TIGER VI,2014,Obama,No,Miami Transportation Master Plan,"City of Miami, FL",Florida,Miami,#N/A,"$750,000","$1,500,000",Planning,N/A
TIGER VI,2014,Obama,No,Miami-Dade County Ludlam Trail Master Plan,Miami-Dade County,Florida,Miami,#N/A,"$1,100,000","$1,600,000",Planning,N/A
TIGER VI,2014,Obama,No,Miami-Dade County PortMiami Cargo Yard Infrastructure Improvements,Miami-Dade County,Florida,Miami,#N/A,"$11,419,625","$54,719,625",Maritime,N/A
TIGER VI,2014,Obama,No,Normandy/Deltona Blvds Parallel Facility for I-4,"City of Deltona, FL",Florida,Deltona,#N/A,"$1,770,000","$2,212,500",Planning,N/A
TIGER VI,2014,Obama,No,Orange Avenue Midtown Multimodal Corridor Infrastructure Improvements,City of Daytona Beach,Florida,Daytona Beach,#N/A,"$10,000,000","$17,697,000",Road,N/A
TIGER VI,2014,Obama,No,Overcoming a State of No Repair - Inventive Solutions for Overwhelming Local Road Maintenance,City of Palm Bay,Florida,Palm Bay,#N/A,"$250,000","$350,000",Planning,N/A
TIGER VI,2014,Obama,No,"Palm Bay Green Link, Phase 2",City of Palm Bay,Florida,Palm Bay,#N/A,"$400,000","$500,000",Planning,N/A
TIGER VI,2014,Obama,No,Pembroke Road Corridor Project,City of Pembroke Pines,Florida,Hollywood,#N/A,"$16,800,000","$21,000,000",Road,N/A
TIGER VI,2014,Obama,No,Piper Road North Corridor,Charlotte County Board of County Commissioners,Florida,Port Charlotte,#N/A,"$10,164,000","$22,413,000",Road,N/A
TIGER VI,2014,Obama,No,Planning Project: Port Canaveral to Florida East Coast On-Dock Rail Extension Planning and Design,Canaveral Port Authority,Florida,Cape Canaveral,#N/A,"$2,782,500","$3,710,000",Planning,N/A
TIGER VI,2014,Obama,No,Pre-construction activities for Phases II & III of the Golden Gate Blvd Enhancement Project,Collier County Board of County Commissioners,Florida,Naples,#N/A,"$1,800,000","$2,000,000",Planning,N/A
TIGER VI,2014,Obama,No,Project Development Phase for the Miami-Dade County Beach Corridor Project.,Miami-Dade Transit,Florida,Miami,#N/A,"$1,500,000","$3,000,000",Planning,N/A
TIGER VI,2014,Obama,No,Public/Private Regional Transportation Connectivity Plan,Lee County Metropolitan Planning Organization,Florida,Fort Myers,#N/A,"$1,148,476","$1,378,476",Planning,N/A
TIGER VI,2014,Obama,No,Putnam County Barge Port Capacity Enhancements,Putnam County Board of County Commissioners,Florida,East Palatka,#N/A,"$7,982,686","$7,982,686",Maritime,N/A
TIGER VI,2014,Obama,No,Road Network Improvements Lee County Port Authority,Lee County Port Authority,Florida,Fort Myers,#N/A,"$11,997,320","$17,382,530",Road,N/A
TIGER VI,2014,Obama,No,Small Town Showcase to the World: City of Key West Bicycle and Pedestrian Master Plan,City of Key West,Florida,Key West,#N/A,"$250,000","$500,000",Planning,N/A
TIGER VI,2014,Obama,No,St. Johns Heritage Parkway,Brevard County Board of County Commissioners,Florida,Melbourne,#N/A,"$9,635,500","$19,270,500",Road,N/A
TIGER VI,2014,Obama,No,State Road 426/County Road 419 Phase 2 Widening,City of Oviedo,Florida,Oviedo,#N/A,"$34,000,000","$48,300,000",Road,N/A
TIGER VI,2014,Obama,No,Tallahassee-Leon County Market District Activity Center Project,Leon County,Florida,Tallahassee,#N/A,"$11,400,000","$19,000,000",Road,N/A
TIGER VI,2014,Obama,No,Tallahassee-Leon County Southside Connectivity Enhancement Completion Project,Leon County,Florida,Tallahassee,#N/A,"$12,411,600","$20,686,000",Bicycle and Pedestrian,N/A
TIGER VI,2014,Obama,No,"The NE 125th St. Multi-Modal Improvement project which will create a safe, efficient and thriving corridor along the Northeast 125th Street corridor and surrounding streets in downtown North Miami.",City of North Miami,Florida,Miami,#N/A,"$10,000,000","$12,729,541",Road,N/A
TIGER VI,2014,Obama,No,"The planning and design of a one mile roadway, NW 49th/35th Street - Phase 2, from the intersection of NW 44th Avenue over I-75 (with an interchange) to NW 35th Avenue.",Marion County Board of County Commissioners,Florida,Ocala,#N/A,"$3,325,000","$3,325,000",Planning,N/A
TIGER VI,2014,Obama,No,Transportation Infrastructure Improvements for the Reduction of Wrong Way Driving Crashes,Florida Department of Transportation,Florida,Tallahassee,#N/A,"$10,360,000","$12,950,000",Road,N/A
TIGER VI,2014,Obama,No,Upgrade of Port Manatee's Master Plan to address partnering with the community for port-related development of surrounding areas,Manatee County Port Authority,Florida,Palmetto,#N/A,"$150,000","$300,000",Planning,N/A
TIGER VI,2014,Obama,No,"US 41 Corridor Study, TIGER Planning Grant Application",Manatee County Board of County Commissioners,Florida,Bradenton,#N/A,"$500,000","$800,000",Planning,N/A
TIGER VI,2014,Obama,No,Western Sunrise TOD Infrastructure Improvement Study,City of Sunrise,Florida,Fort Lauderdale,#N/A,"$1,500,000","$3,000,000",Planning,N/A
TIGER VII,2015,Obama,No,Bartow Northern Connector (BNC) Phase II,Polk County Board of County Commissioners,Florida,Bartow,#N/A,"$20,000,000","$39,022,000",Road,N/A
TIGER VII,2015,Obama,No,Big Bend Rail Rehabilitation and Truck Diversion Project,Florida Department of Transportation,Florida,Tallahassee,#N/A,"$9,500,000","$13,598,332",Freight Rail,N/A
TIGER VII,2015,Obama,No,Broward County Transit Multimodal Facility,"Broward County, Florida",Florida,Fort Lauderdale,#N/A,"$14,560,000","$18,200,000",Transit,N/A
TIGER VII,2015,Obama,No,Broward Regional Complete Streets Initiative,Broward Metropolitan Planning Organization,Florida,Fort Lauderdale,#N/A,"$39,759,748","$68,733,560",Road,N/A
TIGER VII,2015,Obama,No,CFCRT (SunRail) Phase 2 North Project,Florida Department of Transportation,Florida,Deland,#N/A,"$35,624,954","$71,249,909",Transit,N/A
TIGER VII,2015,Obama,No,Collier Blvd. Corridor Improvement Project,Collier County Board of County Commissioners,Florida,Naples,#N/A,"$26,720,000","$33,400,000",Road,N/A
TIGER VII,2015,Obama,No,Collier Community Streets and Infrastructure Project (CCSIP),Collier County Board of County Commissioners,Florida,Naples,#N/A,"$12,916,000","$16,145,000",Road,N/A
TIGER VII,2015,Obama,No,Completing the Pinellas Tail Loop,"Pinellas County, Florida",Florida,Clearwater,#N/A,"$19,156,129","$31,083,229",Bicycle and Pedestrian,N/A
TIGER VII,2015,Obama,No,Crosstown Parkway Extension,City of Port St Lucie,Florida,Port Saint Lucie,#N/A,"$29,301,270","$101,854,323",Road,N/A
TIGER VII,2015,Obama,No,Downtown Transit Station,Village of Palmetto Bay,Florida,Miami,#N/A,"$10,000,000","$17,153,000",Transit,N/A
TIGER VII,2015,Obama,No,Inland Port Logistics Center Road Improvement and Stormwater,Canaveral Port Authority,Florida,Cape Canaveral,#N/A,"$12,252,000","$24,504,000",Maritime,N/A
TIGER VII,2015,Obama,No,Intelligent Transportation Systems (ITS) and Parking Management Systems Project,City of Miami Beach,Florida,Miami Beach,#N/A,"$10,022,240","$14,578,830",Road,N/A
TIGER VII,2015,Obama,No,Manatee County Transit Fleet Facility (MCTFF),Manatee County Board of Commissioners/MCAT,Florida,Bradenton,#N/A,"$14,384,398","$17,980,498",Transit,N/A
TIGER VII,2015,Obama,No,Northeast Florida Multi-Modal Transportation Opportunity Corridors,Jacksonville Transportation Authority,Florida,Jacksonville,#N/A,"$15,244,580","$50,394,984",Road,N/A
TIGER VII,2015,Obama,No,NW 49th/35th St Ph 2C,Marion County Board of County Commissioners,Florida,Ocala,#N/A,"$28,880,000","$36,100,000",Road,N/A
TIGER VII,2015,Obama,No,Pembroke Road Corridor Project,City of Pembroke Pines,Florida,Hollywood,#N/A,"$16,800,000","$21,000,000",Road,N/A
TIGER VII,2015,Obama,No,Piper Road North Corridor,Charlotte County Board of County Commissioners,Florida,Punta Gorda,#N/A,"$12,000,000","$23,300,000",Road,N/A
TIGER VII,2015,Obama,No,Regional Revenue Collection and Inter-Jurisdictional Mobility Project,Hillsborough Transit Authority,Florida,Tampa,#N/A,"$10,232,093","$12,790,117",Transit,N/A
TIGER VII,2015,Obama,No,River Road Regional Interstate Connector,Sarasota County Board of County Commissioners,Florida,Sarasota,#N/A,"$18,700,000","$23,600,000",Road,N/A
TIGER VII,2015,Obama,No,Road Network System Improvements Lee Count Port Authority,Lee County Port Authority,Florida,Fort Myers,#N/A,"$16,184,796","$25,988,031",Road,N/A
TIGER VII,2015,Obama,No,Southeast Lake Okeechobee Regional Transit Expansion,Florida Department of Transportation,Florida,Fort Lauderdale,#N/A,"$1,763,872","$2,152,627",Transit,N/A
TIGER VII,2015,Obama,No,St. Joseph Peninsula Roadway Protection Project,Gulf County Florida Board of County Commissioners,Florida,Port Saint Joe,#N/A,"$5,000,000","$5,250,000",Road,N/A
TIGER VII,2015,Obama,No,Tallahassee-Leon County Southside Connectivity Completion Project,Leon County,Florida,Tallahassee,#N/A,"$11,937,500","$23,875,000",Bicycle and Pedestrian,N/A
TIGER VII,2015,Obama,No,Tower Road Complete Street Reconstruction,Alachua County,Florida,Gainesville,#N/A,"$10,000,000","$12,500,000",Road,N/A
TIGER VII,2015,Obama,No,Using Transformative Transportation to Accelerate Growth (UTTAG),"City of Delray Beach, Florida",Florida,Delray Beach,#N/A,"$19,376,500","$25,700,560",Transit,N/A
TIGER VIII,2016,Obama,Yes,Broward Metropolitan Planning Organization Regional Complete Streets Initiative,Broward Metropolitan Planning Organization,Florida,Fort Lauderdale,"$11,443,371.00","$11,443,371","$19,173,888",Bicycle and Pedestrian,Urban
TIGER VIII,2016,Obama,No,Anna Maria Island Multimodal Connections,Manatee County Board of County Commissioners,Florida,Bradenton Beach,#N/A,"$13,403,000","$17,870,000",Bicycle and Pedestrian,N/A
TIGER VIII,2016,Obama,No,Atlantic Greenway Network’s Miami Beach Recreational Corridor Project,City of Miami Beach,Florida,Miami Beach,#N/A,"$10,410,000","$20,820,000",Bicycle and Pedestrian,N/A
TIGER VIII,2016,Obama,No,City of Miami Beach Intelligent Transportation System and Smart Parking System Project,City of Miami Beach,Florida,Miami Beach,#N/A,"$10,022,240","$14,578,830",Road,N/A
TIGER VIII,2016,Obama,No,City of Sarasota U.S. 41 Innovation Model,"City of Sarasota, Florida",Florida,Sarasota,#N/A,"$100,000,000","$511,000,000",Road,N/A
TIGER VIII,2016,Obama,No,Collier Boulevard Corridor Strengthening Project,Collier County Board of County Commissioners,Florida,Naples,#N/A,"$26,720,000","$33,400,000",Bicycle and Pedestrian,N/A
TIGER VIII,2016,Obama,No,Export Biofuel Terminal Expansion,Panama City Port Authority,Florida,Panama City,#N/A,"$8,000,000","$10,000,000",Maritime,N/A
TIGER VIII,2016,Obama,No,Golden Gate Estates Mobility Catalyst Project,Collier County Board of County Commissioners,Florida,Naples,#N/A,"$15,768,000","$19,710,000",Road,N/A
TIGER VIII,2016,Obama,No,Immokalee Complete Streets,Collier County Board of County Commissioners,Florida,Immokalee,#N/A,"$10,493,792","$13,117,240",Bicycle and Pedestrian,N/A
TIGER VIII,2016,Obama,No,Inland Port Logistics Center Road Improvements,Canaveral Port Authority,Florida,Cocoa,#N/A,"$9,672,638","$19,345,275",Road,N/A
TIGER VIII,2016,Obama,No,Intermodal Infrastructure Enhancements for Exports Project,Florida Department of Transportation,Florida,Jacksonville,#N/A,"$24,000,000","$64,000,000",Maritime,N/A
TIGER VIII,2016,Obama,No,NW 49th/35th Street Phase 2C “Project Resurgence,Marion County Board of County Commissioners,Florida,Ocala,#N/A,"$28,880,000","$38,600,000",Road,N/A
TIGER VIII,2016,Obama,No,Pembroke Road Corridor Project,City of Pembroke Pines,Florida,Hollywood,#N/A,"$16,800,000","$21,000,000",Road,N/A
TIGER VIII,2016,Obama,No,RSW Roadway Network Improvements,Lee County Port Authority,Florida,Fort Myers,#N/A,"$12,662,518","$17,527,294",Road,N/A
TIGER VIII,2016,Obama,No,South Florida Railroad Crossing Safety Project,Florida Department of Transportation,Florida,Fort Lauderdale,#N/A,"$9,334,273","$11,667,841",Road,N/A
TIGER VIII,2016,Obama,No,Tallahassee-Leon County Capital Circle Southwest Project Segment 2,Leon County,Florida,Tallahassee,#N/A,"$21,365,830","$52,365,830",Road,N/A
TIGER VIII,2016,Obama,No,Tampa Channelside Multimodal Network,Tampa Port Authority,Florida,Tampa,#N/A,"$13,500,000","$32,500,000",Bicycle and Pedestrian,N/A
TIGER VIII,2016,Obama,No,Taylor County Florida Competitiveness & Employment by Rail (CEBYR) Project,"Taylor County, Florida",Florida,Perry,#N/A,"$8,158,999","$13,598,332",Freight Rail,N/A
TIGER VIII,2016,Obama,No,The Regional Inter-Jurisdictional Mobility Project,Hillsborough Transit Authority,Florida,Tampa,#N/A,"$9,671,026","$12,088,783",Transit,N/A
TIGER VIII,2016,Obama,No,Tower Road Complete Street Reconstruction,Alachua County,Florida,Gainesville,#N/A,"$10,000,000","$12,500,000",Bicycle and Pedestrian,N/A
TIGER VIII,2016,Obama,No,Truck Gate Expansion and Automation Project,Miami-Dade County,Florida,Miami,#N/A,"$15,196,680","$30,509,975",Maritime,N/A
TIGER VIII,2016,Obama,No,University City Part 2: A Rising Steps Project,City of Sweetwater,Florida,Miami,#N/A,"$32,493,562","$37,371,462",Transit,N/A
TIGER IX,2017,Trump,Yes,Immokalee Complete Streets - Growing Connections to Create Mobility Opportunities,Collier County Board of County Commissioners,Florida,Collier,"$13,132,691.00","$13,132,691","$16,415,864",Road,Rural
TIGER IX,2017,Trump,No,Bartow Northern Connector Phase II: Enhancing Freight Access to Interstate 4,"Polk County, a political subdivision of the State of Florida",Florida,Bartow,#N/A,"$22,000,000","$39,362,000",Road,N/A
TIGER IX,2017,Trump,No,Biscayne Everglades Greenway,City of Homestead,Florida,Homestead,#N/A,"$5,000,000","$7,800,000",Road,N/A
TIGER IX,2017,Trump,No,Clearwater Beach Busway,Pinellas Suncaost Transit Authority,Florida,St. Petersburg,#N/A,"$6,750,000","$9,000,000",Transit,N/A
TIGER IX,2017,Trump,No,I-4 at Daryl Carter Parkway Interchange,Florida DOT,Florida,Deland,#N/A,"$25,000,000","$82,400,000",Road,N/A
TIGER IX,2017,Trump,No,I-75 at Overpass Road Interchange,"Pasco, County of",Florida,New Port Richey,#N/A,"$20,000,000","$62,100,000",Road,N/A
TIGER IX,2017,Trump,No,Miami Beach Intelligent Transportation System and Smart Parking System Project,City of Miami Beach,Florida,Miami Beach,#N/A,"$10,022,240","$14,578,830",Road,N/A
TIGER IX,2017,Trump,No,Narcoossee Road Widening,City of Orlando,Florida,Orlando,#N/A,"$10,000,000","$22,850,000",Road,N/A
TIGER IX,2017,Trump,No,Northwest 49th/35th Street Phase 2C,Marion County Board of County Commissioners,Florida,Ocala,#N/A,"$18,607,531","$39,330,531",Road,N/A
TIGER IX,2017,Trump,No,Palmetto Bay's Bicycle Network Plan,Village of Palmetto Bay,Florida,Palmetto Bay,#N/A,"$5,000,000","$6,250,000",Road,N/A
TIGER IX,2017,Trump,No,Panama City Port Authority Terminal Expansion for Export of Biofuels,Panama City Port Authority,Florida,Panama City,#N/A,"$8,500,000","$13,000,000",Maritime,N/A
TIGER IX,2017,Trump,No,Pembroke Road Corridor Project,City of Pembroke Pines,Florida,Pembroke Pines,#N/A,"$9,100,000","$21,000,000",Road,N/A
TIGER IX,2017,Trump,No,Port St. Lucie Boulevard South widening project,"Port St Lucie, City of",Florida,Port St Lucie,#N/A,"$7,200,000","$21,000,000",Road,N/A
TIGER IX,2017,Trump,No,RSW Roadway Network Improvements,Lee County Port Authority,Florida,Fort Myers,#N/A,"$14,655,942","$29,743,926",Aviation,N/A
TIGER IX,2017,Trump,No,Snake Road Safety Improvement Project,Miccosukee Corporation,Florida,Miami,#N/A,"$13,025,686","$14,225,686",Road,N/A
TIGER IX,2017,Trump,No,South Corridor - South Dade Transitway Park-and-Ride Improvements,Miami-Dade County,Florida,Miami,#N/A,"$9,500,000","$19,000,000",Transit,N/A
TIGER IX,2017,Trump,No,Tampa Channel District Transformation Project,Tampa Port Authority,Florida,Tampa,#N/A,"$8,360,000","$22,600,000",Road,N/A
